premise,hypothesis,label
"['watched', 'hips', 'shift', 'sides', 'wrap']","['wrap', 'fell', 'floor']",1
"['1994', 'roper', 'poll', 'concluded', 'newshour', 'perceived', 'public', 'credible', 'newscast', 'country']","['1984', 'poll', 'concluded', 'newshour', 'seen', 'least', 'credible', 'newscast', 'public']",2
"['census', '1931', 'served', 'alarm', 'signal', 'malay', 'national', 'consciousness']","['wasnt', 'censuses', 'malaysia', 'prior', '1940']",2
"['thorn', 'held', 'sword', 'different', 'cadaan', 'ever', 'seen']","['cadaan', 'used', 'seeing', 'people', 'hold', 'swords', 'like', 'thorn', 'held']",2
"['exercise', 'supposed']","['exercise', 'isnt', 'supposed', 'make', 'sore']",1
"['take', 'road', 'heads', 'back', 'coast', 'es', 'pujols', 'formenteras', 'premier', 'resort', 'village']","['formenteras', 'premier', 'resort', 'village', 'swimming', 'pools', 'bars', 'restaurants']",1
"['news', 'cover', 'says', 'proliferation', 'small', 'computer', 'devices', 'ascendance', 'webbased', 'applications', 'eroding', 'microsofts', 'dominance']","['microsoft', 'losing', 'dominance', 'due', 'emergence', 'webbased', 'applications']",0
"['april', '1453', 'sultans', 'armies', 'massed', 'outside', 'city', 'walls', 'outnumbering', 'byzantines', 'ten', 'one']","['hundred', 'times', 'many', 'sultans', 'armies', 'byzantines']",2
"['article', 'explains', 'al', 'gore', 'enlisted', 'vietnam', 'war', 'fealty', 'father', 'distaste', 'draft', 'gore', 'deplored', 'inequity', 'rich', 'serve']","['gore', 'dodged', 'draft']",2
"['agency', 'also', 'receives', 'percentage', 'money', 'interest', 'lawyers', 'trust', 'accounts']","['wish', 'received']",1
"['dont', 'know', 'think', 'uh', 'biblical', 'things', 'say', 'uh', 'cant', 'think', 'scripture', 'render', 'unto', 'caesars', 'caesars']","['know', 'bible', 'scriptures']",2
"['market', 'street', 'home', 'edinburgh', 'cityart', 'gallery', 'showcasing', 'work', 'upandcoming', 'artists']","['gallery', 'refreshing', 'every', 'artist', 'wants']",1
"['yeah', 'student', 'im', 'money']","['project', 'pays', 'better', 'student', 'jobs']",1
"['oh', 'constantly']","['jog', 'constantly']",1
"['subsequent', 'alterations', 'data', 'readily', 'detected']","['changes', 'data', 'cant', 'detected']",2
"['universal', 'credibility', 'problem', 'polling', 'wordsmithing', 'mathematics', 'dont', 'mix', 'never']","['mathematics', 'important', 'aspect', 'polling']",1
"['farmworkers', 'conducted', 'us']","['trying', 'find', 'fuel', 'rocket', 'us', 'employed', 'brightest', 'farmworkers', 'field']",2
"['man', 'shifted', 'slightly', 'cut', 'spear', 'air']","['man', 'watched', 'motionlessly', 'spear', 'fell']",2
"['well', 'shes', 'found']",['discovered'],0
"['today', 'lined', 'shipyards', 'factories', 'industrial', 'development', 'waters', 'badly', 'polluted']","['largest', 'center', 'industry', 'city']",1
"['well', 'thats', 'uh', 'agree', 'mean', 'didnt', 'surrounding', 'cast', 'montana', 'theres', 'doubt']","['dont', 'agree', 'say', 'didnt', 'much', 'support', 'montana']",2
"['well', 'floor', 'uneven', 'know']","['floor', 'perfectly', 'smooth', 'flat']",2
"['yeah', 'well', 'uh', 'nc', 'double', 'tournaments', 'going', 'right', 'uh', 'havent', 'watched', 'year', 'louisvilles', 'year']","['havent', 'missed', 'single', 'game', 'sweet', '16', 'round']",2
"['edition', 'dsm', 'product', 'arguments', 'negotiations', 'compromises']","['new', 'addition', 'npd', 'dsm', 'came', 'lot', 'arguments']",1
"['open', 'political', 'debate', 'flourished', 'especially', 'calcutta', 'karl', 'marx', 'much', 'appreciated']","['political', 'debate', 'flourished', 'calcutta', 'especially', 'karl', 'marx', 'appreciated', 'great', 'sense', 'humor']",1
"['weve', 'got', 'think']",['think'],1
"['sudden', 'sat', 'edge', 'table', 'put', 'face', 'hands', 'sobbing', 'mon', 'dieu']","['sat', 'table', 'started', 'laughing', 'loudly']",2
"['man', 'come', 'hasbeen', 'corner', 'skit', 'zmuda', 'recalls', 'forgotten', 'performers', 'would', 'sent', 'flounder', 'front', 'audience']","['man', 'designed', 'skit', 'popular', 'performers', 'went', 'enjoyed', 'total', 'success', 'front', 'crowd']",2
"['given', 'limits', 'wtos', 'jurisdiction', 'probably', 'unreasonable', 'kodak', 'expect', 'real', 'victory']","['kodak', 'totally', 'justified', 'expecting', 'victory']",2
"['like', 'time', 'went', 'florida', 'needed', 'rent', 'car', 'know', 'believed']","['never', 'florida']",2
"['final', 'rule', 'determined', 'economically', 'significant', 'regulatory', 'action', 'office', 'management', 'budget', 'approved', 'omb', 'complying', 'requirements', 'order', 'march', '26', '1998']","['final', 'rule', 'declared', 'economically', 'significant', 'regulator', 'action']",0
"['emerged', 'boris', 'remarked', 'glancing', 'clock', 'early']","['appearing', 'boris', 'looked', 'clock', 'said', 'early']",0
"['end', 'near', 'shout', 'went', 'hanson', 'jerked', 'eyes', 'gears', 'focus', 'group', 'rocs', 'landing', 'far', 'end', 'camp']","['hanson', 'whispered', 'stared', 'gears']",2
"['story', 'also', 'made', 'front', 'page', 'new', 'york', 'times', 'financial', 'times', 'london', 'said', '10000', 'members', 'mystic', 'cult', 'called', 'fa', 'lun', 'gong', 'caused', 'acute', 'embarrassment', 'security', 'forces', 'virtually', 'surrounding', 'compound', 'chinas', 'leaders', 'work']","['new', 'york', 'times', 'neglected', 'cover', 'fa', 'lun', 'gong', 'story', 'papers']",2
"['marginal', 'costs', 'low', 'newspaper', 'price', 'preprints', 'might', 'low', '5', '6', 'cents', 'per', 'piece']","['newspaper', 'preprints', 'cost', 'much', '5']",2
['go'],['stay'],2
"['sculpture', 'dome', 'personification', 'commerce', 'river', 'gods', 'including', 'anna', 'livia', 'set', 'main', 'door', 'edward', 'smyth', 'also', 'responsible', 'statues', 'gpo']","['dome', 'big', 'marble', 'sculpture', 'dragon']",1
"['one', 'sense', 'um', 'im', 'im', 'older', 'person', 'fifties', 'feel', 'weve', 'lost', 'things', 'sense', 'women', 'work', 'today']","['dont', 'think', 'age', 'anything', 'feel']",2
"['um', 'something', 'think', 'ive', 'noticed', 'friend', 'think', 'youre', 'going', 'like', 'uh', 'law', 'medicine', 'particular', 'specific', 'field', 'even', 'even', 'engineering', 'get', 'meet', 'lot', 'requirements', 'public', 'um', 'institution']","['lawmedicine', 'engineering', 'students', 'get', 'better', 'jobs']",1
"['yeah', 'guess', 'dont', 'know', 'look', 'oh', 'ever', 'seen', 'jacques', 'teti', 'teti', 'movies', 'french', 'movies', 'uh', 'teti']","['jacques', 'teti', 'movies', 'favorite']",1
"['public', 'health', 'officials', 'version', 'line', 'take', 'wife', 'please', 'tell', 'americans', 'eat', 'kale', 'five', 'times', 'week']","['public', 'health', 'authorities', 'believe', 'people', 'eat', 'kale', 'many', 'times', 'week']",0
"['started', 'wild', 'bunch', 'sexualized', 'violence', 'made', 'beautiful']","['violence', 'sexualized', 'wild', 'bunch', 'becoming', 'thing', 'beauty']",0
"['narthex', 'entrance', 'hall', 'nave', 'crowned', 'magnificent', 'sculpted', 'tympanum', 'jesus', 'enthroned', 'resurrection', 'preaching', 'message', 'apostles']","['sculpted', 'tympanum', 'jesus', 'resurrection', 'created', 'hundreds', 'years', 'ago']",1
"['aila', 'joined', 'aclu', 'organizations', 'freedom', 'information', 'act', 'request', 'find', 'detained', 'mohammed', 'notes', 'reasons', 'immigrants', 'detention', 'immediately', 'clear', 'sometimes', 'dire', 'consequences']","['aila', 'joined', 'aclu', 'requesting', 'information', 'released', 'immediately']",1
"['otherwise', 'gets', 'start', 'cooler', 'spring', 'gets', 'hot', 'summer']","['start', 'around', 'june', 'order', 'get', 'hot']",1
"['cook', 'next', 'time', 'would', 'turn', 'id', 'try', 'outdo', 'hed', 'try', 'outdo', 'really', 'lot', 'fun']","['would', 'cook', 'next', 'turn', 'would', 'would', 'try', 'outdo']",0
"['texas', 'ability', 'produce', 'fairly', 'stated', 'external', 'financial', 'reports', 'first', 'step', 'building', 'effective', 'resultsoriented', 'government']","['first', 'step', 'building', 'effective', 'government', 'texas', 'ability', 'produce', 'fairly', 'stated', 'external', 'financial', 'reports']",0
"['recently', 'gao', 'reviewed', 'activities', 'white', 'house', 'china', 'trade', 'relations', 'working', 'group', 'established', 'request', 'president', 'clinton', 'exercise', 'constitutional', 'powers']","['white', 'house', 'china', 'trade', 'relations', 'working', 'group', 'needed', 'time']",1
"['sink', 'sorrow', 'livethe', 'wrongwho', 'wishing', 'death', 'death', 'denies', 'whose', 'thread', 'longwho', 'tied', 'wretched', 'life', 'looks', 'reliefmust', 'spend', 'ever', 'dying', 'days', 'never', 'ending', 'grief']","['live', 'constant', 'state', 'despair', 'depression']",0
"['asked', 'bibles', 'literal', 'account', 'creation', 'opposed', 'attractive', 'concept', 'divine', 'creation', 'every', 'major', 'republican', 'presidential', 'candidateeven', 'bauerhas', 'squirmed', 'ducked', 'tried', 'steer', 'discussion', 'back', 'faith', 'morals', 'general', 'idea', 'humans', 'created', 'image', 'god']","['every', 'republican', 'presidential', 'candidate', 'tried', 'avoid', 'question', 'creation']",0
"['apparently', 'greuze', 'wasnt', 'worried', 'needing', 'protection']","['greuze', 'didnt', 'worry', 'needing', 'protection']",0
"['nash', 'showed', 'mit', 'new', 'years', 'eve', 'party', 'clad', 'diaper']","['nash', 'showed', 'suit']",2
"['wow', 'afford', 'god', 'cant', 'afford', 'miss', 'day', 'let', 'alone', 'six']","['needed', 'take', 'time', 'work', 'could', 'afford']",2
"['santa', 'monica', 'pier', 'coastal', 'setting', 'twilight', 'dance', 'series', 'selection', 'free', 'summer', 'concerts', 'arranged', 'year']","['santa', 'monica', 'pier', 'hosts', 'free', 'summer', 'concerts', 'arranged', 'year']",0
"['4', 'million', '8', 'percent', 'total', 'expenditures', 'two', 'programs']","['something', 'adds', '8', 'percent', 'expenditures', 'two', 'programs']",0
"['look', 'servant', 'girl', 'hurtled', 'hell', 'flirting', 'devil']","['depiction', 'servant', 'girl', 'flung', 'hell', 'graphic']",1
"['criticizing', 'gop', 'openly', 'weeks', 'buchanan', 'announced', 'would', 'seek', 'reform', 'presidential', 'nomination', 'would', 'bring', '12', 'million', 'federal', 'funds']","['buchanan', 'given', 'nomination', 'public', 'comments']",1
"['know', 'essentially', 'nothing', 'life', 'beyond', 'earth']","['dont', 'know', 'anything', 'life', 'past', 'earth']",0
"['firstclass', 'mail', 'used', 'households', 'pay', 'bills', 'household', 'bill', 'mail', 'ie']","['firstclass', 'mail', 'never', 'used', 'households', 'pay', 'bills']",2
"['peaceful', 'mean', 'relaxing', 'find', 'time']",['stressful'],2
"['lot', 'people', 'rely', 'local', 'government', 'protection']","['government', 'provides', 'protection', 'minority', 'groups']",1
"['wait', 'ordered']","['told', 'come']",2
"['may', '1967', 'gallup', 'found', 'number', 'people', 'said', 'intensely', 'disliked', 'rfkwho', 'also', 'probably', 'intensely', 'liked', 'practicing', 'politicianwas', 'twice', 'high', 'number', 'intensely', 'disliked', 'johnson', 'architect', 'increasingly', 'unpopular', 'war', 'vietnam']","['due', 'attitudes', 'cheesecake', 'rfk', 'disliked', 'johnson']",1
"['castle', 'comprises', 'early', '17thcentury', 'tower', 'house', 'restored', 'irish', 'oak', 'park', 'held', 'together', 'without', 'single', 'nail']","['early', '17thcentury', 'tower', 'house', 'within', 'castle', 'restored', 'irish', 'oak', 'park', 'held', 'together', 'without', 'single', 'nail']",0
"['jamaican', 'music', 'ska', 'especially', 'reggae', 'since', '1970s', 'exported', 'enjoyed', 'around', 'world']","['reggae', 'popular', 'music', 'style', 'jamaica']",1
"['case', 'price', 'discrimination', 'survive']","['circumstance', 'discrimination', 'price', 'fine']",0
"['voluntariness', 'risks', 'evaluated']","['risks', 'voluntary', 'nature', 'evaluated', 'using', 'strict', 'guidelines']",1
"['defiantly', 'live', 'apartment', 'right']","['live', 'apartment', 'defiantly', 'right']",0
"['think', 'consumer', 'confidence', 'declines', 'reason', 'typical', 'member', 'coop', 'become', 'less', 'willing', 'go', 'anxious', 'accumulate', 'coupons', 'rainy', 'day']","['coupon', 'collecting', 'helps', 'consumers', 'feel', 'control']",1
"['year', 'university', 'hawaii', 'campus', 'manoa', 'became', 'site', 'center', 'cultural', 'technical', 'interchange', 'east', 'west', 'popularly', 'known', 'east', 'west', 'center', 'unique', 'venerated', 'resource', 'advanced', 'pacific', 'rim', 'studies']","['university', 'hawaii', 'campus', 'located', 'honolulu']",2
"['chain', 'swung', 'hitting', 'arm', 'sending', 'palm', 'knife', 'crowd']","['chain', 'hit', 'womans', 'arm']",0
"['dont', 'remember', 'today', 'going', 'auntie', 'basias', 'birthday', 'party']","['going', 'aunt', 'basias', 'birthday', 'party', 'today', 'remember']",0
"['book', 'parody', 'bartletts', 'serving', 'quotes', 'lincoln', 'jefferson', 'roger', 'rosenblatt', 'equal', 'pomposity']","['bill', 'reillys', 'book', 'quotes', 'various', 'presidents', 'ranging', 'lincoln', 'jefferson']",1
"['many', 'restaurants', 'bars', 'live', 'music']","['restaurants', 'bars', 'musical', 'element']",2
"['family', 'lost', 'son', 'daughter']","['died', 'young', 'age']",1
"['thrown', 'away', 'cloak', 'tied', 'hair', 'back', 'topknot', 'keep', 'way']","['shaved', 'head']",2
"['review', 'literature', 'see', 'william', 'g', 'gale', 'john', 'sabelhaus', 'perspectives', 'household', 'saving', 'rate', 'brookings', 'papers', 'economic', 'activity', '11999', 'pp', '181224']","['literature', 'used', 'instance']",2
"['improved', 'products', 'services', 'initiate', 'actions', 'manage', 'risks', 'develop', 'new', 'products', 'services', 'within', 'outside', 'organization']","['managed', 'risks', 'lead', 'new', 'products']",0
"['example', 'computers', 'related', 'equipment', 'estimated', 'annual', 'depreciation', 'rate', '31', 'percent7', 'new', 'versions', 'software', 'applications', 'released', 'every', 'years']","['computers', 'able', 'function', 'business', 'standards', 'equipment', '7', 'years', 'old']",1
"['decline', 'total', 'expenditure', 'income', 'elasticity', 'demand', '036', '025', 'period']","['economists', 'suggest', 'change', 'minor', 'therefore', 'noteworthy']",1
"['step', 'analysis', 'employs', 'complex', 'computer', 'models', 'simulate', 'transport', 'transformation', 'emitted', 'pollutants', 'atmosphere']","['analysis', 'uses', 'complex', 'computer', 'models', 'simulate', 'transport', 'transformation', 'pollutants']",0
"['guess', 'experience', 'didnt', 'really', 'go', 'child', 'care', 'route', 'able', 'home', 'together']","['good', 'thing', 'didnt', 'go', 'child', 'care', 'route', 'able', 'home', 'child', 'often']",1
"['analytical', 'perspectives']","['perspectives', 'might', 'subjective']",1
['tax'],"['tax', 'many', 'people']",1
"['like', 'ethnic', 'humor']","['hate', 'racial', 'jokes']",2
"['diamonds', 'graded', 'x', 'e', 'f', 'considered', 'good', 'colorless', 'river', 'white', 'j', 'slightly', 'tinted', 'q', 'light', 'yellow', 'x', 'yellow']","['diamonds', 'rated', 'alphabetically', 'ones', 'f', 'considered', 'best']",0
"['charles', 'geveden', 'introduced', 'legislation', 'increase', 'access', 'justice', 'supplement', 'court', 'filing', 'fees']","['fortunately', 'charles', 'geveden', 'able', 'make', 'government', 'increase', 'budget', 'court', 'filing', 'fees']",1
"['okay', 'guess']","['tone', 'voice', 'could', 'assume', 'want', 'go', 'right']",1
"['recalls', 'william', 'randolph', 'hearsts', 'castle', 'caleornia', 'imaginative', 'juxtaposition', 'ancient', 'roman', 'chinese', 'sculpture', 'fine', 'venetian', 'glass', 'chandeliers', 'syvres', 'porcelain', 'old', 'flemish', 'masters', 'naughty', 'french', 'erotica']","['william', 'randolph', 'hearsts', 'castle', 'housed', 'collection', 'sculptures', 'fine', 'arts']",0
"['talking', 'try', 'behave']","['argument', 'come', 'dare']",2
"['experiencing', 'cost', 'growth', 'manufacturing', 'problems', 'test', 'aircraft', 'testing', 'delays']","['testing', 'integral', 'part', 'making', 'planes', 'safe']",1
"['shes', 'like', 'photo', 'one', 'bit']","['doesnt', 'look', 'like', 'girl', 'picture']",0
"['st', 'barts', 'course', 'completely', 'undefended']","['st', 'barts', 'military', 'powerhouse']",2
"['uh', 'oh', 'guess', 'hour', 'somewhat', 'sleep', 'guy', 'woke', 'uh', 'said', 'youd', 'better', 'get', 'tent', 'theyre', 'theyre', 'liable', 'come', 'several', 'others', 'already', 'come', 'blown', 'hadnt', 'blown', 'away', 'flattened']","['guy', 'told', 'get', 'tents', 'flattened']",0
"['returned', 'live', 'galilee', 'village', 'nazareth', 'making', 'pilgrimages', 'jerusalem']","['would', 'make', 'pilgrimages', 'jerusalem']",0
"['advent', 'bronze', 'age', '3200', 'bc', 'spread', 'citystates', 'ruled', 'kings', 'marked', 'appearance', 'royal', 'tombs', 'containing', 'bronze', 'objects', 'places', 'troy', 'west', 'alacahyk', 'near', 'ankara']","['know', 'bronze', 'age', 'started', 'around', '3200', 'bc', 'royals', 'starting', 'buried', 'bronze', 'treasure']",0
"['clean', 'uh', 'joy', 'uh', 'little', 'soap', 'water', 'air', 'dry', 'dont', 'worry']","['let', 'air', 'dry', 'itll', 'smudge', 'way']",1
"['discussed', 'section', '1', 'personal', 'saving', 'amount', 'aggregate', 'disposable', 'personal', 'income', 'left', 'personal', 'spending', 'goods', 'services']","['personal', 'saving', 'much', 'disposable', 'personal', 'income', 'left', 'personal', 'spending', 'typically', '5']",1
"['example', 'service', 'coordination', 'popular', 'remedy', 'limited', 'funds']","['limited', 'funds', 'overcome', 'service', 'coordination']",0
"['2', 'receiving', 'water', 'samples']","['water', 'samples', 'received']",0
"['companies', 'foreign', 'accept', 'indian', 'financial', 'participation', 'management']","['foreign', 'companies', 'take', 'indian', 'money']",0
"['oh', 'really', 'yeah', 'hes', 'uh', 'hes', 'probably', 'going', 'going', 'jail', 'problem', 'hes', 'guaranteed', 'salary', 'like', 'three', 'years', 'whether', 'plays', 'theyve', 'got', 'pay', 'ten', 'million', 'dollars']","['hardworking', 'helped', 'team', 'achieve', 'much', 'dont', 'see', 'anything', 'wrong', 'paying', 'million', 'dollar', 'salary']",2
"['hi', 'mary', 'gone', 'visiting', 'uh', 'new', 'restaurants', 'lately']","['hello', 'mary', 'gone', 'anywhere', 'recently', 'restaurants']",0
"['year', '1820', 'pivotal', 'one', 'story', 'king\xaddom', 'hawaii']","['kingdom', 'hawaii', 'remained', 'exactly', 'since', '18th', 'century']",2
"['analysis', 'concluded', 'rule', 'relaxed', 'hog', 'cholerarelated', 'restrictions', 'imposed', 'importation', 'live', 'swine', 'prepared', 'pork', 'products', 'sonora', 'mexico', 'proposed', 'rule', 'could', 'significant', 'economic', 'impact', 'substantial', 'number', 'small', 'entities', 'united', 'states']","['analysis', 'stated', 'rule', 'might', 'large', 'impact', 'small', 'entities', 'us']",0
"['well', 'knees', 'bothering', 'yeah']","['tiptop', 'condition']",2
"['although', 'case', 'equipment', 'erected', 'adjacent', 'operating', 'boiler', 'erection', 'included', 'demolishing', 'erecting', 'complete', 'boiler', 'island', 'demolishing', 'existing', 'electrostatic', 'precipitator']","['demolishing', 'precipitator', 'permanent']",1
"['last', 'week', 'charges', '50', 'hour', 'minimum', 'instead', '25', 'services', 'yearling', 'northern', 'utah', 'legal', 'aid', 'foundation']","['charges', 'went', 'rent', 'went']",1
"['come', 'lets', 'tea']","['wanted', 'cup', 'early', 'gray']",1
"['sultan', 'abdul', 'hamid', 'ii', '1876', '1909', 'tried', 'apply', 'absolute', 'rule', 'empire', 'staggering', 'crushing', 'foreign', 'debt', 'fragmented', 'population', 'hostile', 'people', 'succeeded', 'creating', 'ill', 'dissatisfaction', 'amongst', 'younger', 'generation', 'educated', 'turks']","['sultan', 'abdul', 'hamid', 'ii', 'universally', 'admired', 'educated', 'young', 'turks']",2
"['tuppence', 'seized', 'bell', 'jane', 'knocker']","['tuppence', 'jane', 'go', 'door']",2
"['rightly', 'wrongly', 'america', 'seen', 'globalizations', 'prime', 'mover', 'head', 'cheerleader', 'blamed', 'excesses', 'start', 'paying', 'official', 'attention']","['america', 'played', 'large', 'roll', 'globalization', 'movement', 'compared', 'world', 'powers']",2
"['gq', 'editor', 'art', 'cooper', 'reportedly', 'received', 'two', '1million', 'loans', 'one', 'manhattan', 'apartment', 'connecticut', 'farm']","['art', 'cooper', 'lost', 'job', 'gq', 'editor', 'shortly']",1
"['casualties', 'lind', 'says', 'united', 'states', 'would', 'eventually', 'leave', 'vietnam', 'anyway']","['lind', 'thought', 'enough', 'soldiers', 'would', 'die', 'us', 'would', 'choice', 'leave']",0
['changed'],['unique'],1
"['shouldnt', 'soon', 'even', 'hadnt', 'fact', 'smart', 'doctor', 'spot', 'gave', 'us', 'tip', 'coroner']","['doctor', 'could', 'help', 'us', 'coroner']",1
"['formal', 'splendor', 'grounds', 'testify', '18thcentury', 'desire', 'tame', 'nature', 'done', 'superlative', 'results', 'one', 'thankful', 'work', 'undertaken']","['grounds', 'beautiful', 'location']",1
"['others', 'zao', 'tohoku', 'number', 'resorts', 'joshinetsu', 'kogen', 'national', 'park', 'japan', 'alps', 'splendid', 'facilities', 'thanks', '1998', 'winter', 'olympic', 'games', 'nagano']","['lot', 'resorts', 'national', 'park']",0
"['okay', 'movies', 'ive', 'havent', 'seen', 'many', 'lately', 'kids', 'went', 'saw', 'rescuers', 'break', 'kids', 'take', 'movies']","['took', 'kids', 'see', 'movie', 'rescuers']",0
"['tunnel', 'eupalinos', 'explored', 'claustrophobic']","['tunnel', 'eupalinos', 'one', 'foot', 'diameter', 'barely', 'large', 'enough', 'child', 'squeeze']",2
"['one', 'ended', 'surprisingly', 'easy']","['question', 'easy', 'answer']",0
"['thus', 'recent', 'evidence', 'suggests', 'including', 'estimate', 'reductions', 'shortterm', 'mortality', 'due', 'changes', 'ambient', 'ozone', 'base', 'alternative', 'estimates', 'may', 'underestimate', 'benefits', 'implementation', 'clear', 'skies', 'act']","['base', 'alternative', 'estimates', 'perfectly', 'understand', 'benefits', 'implementing', 'clear', 'skies', 'act']",2
"['default', 'method', 'eighty', 'percent', 'total', 'amount', 'sulfur', 'dioxide', 'allowances', 'available', 'allocation', 'year', 'allocated', 'acid', 'rain', 'program', 'units', 'coal', 'primary', 'secondary', 'fuel', 'residual', 'oil', 'primary', 'fuel', 'listed', 'administrators', 'emissions', 'scorecard', '2000', 'appendix', 'b', '2000', 'data', 'so2', 'nox', 'co2', 'heat', 'input', 'parameters', 'table', 'b1', '2000', 'data', 'units']","['80', 'sulfur', 'dioxide', 'allowance', 'year', 'acid', 'rain', 'program']",0
"['ferdinand', 'isabella', 'spain', 'underwent', 'dramatic', 'transformation']","['spain', 'embarked', 'long', 'period', 'stagnation', 'ferdinand', 'isabella']",2
"['yeah', 'well', 'started', 'uh', 'studying', 'mathematics', 'basically', 'really', 'good', 'high', 'school']","['started', 'studying', 'mathematics', 'really', 'good']",0
"['5', 'share', 'gross', 'national', 'saving', 'used', 'replace', 'depreciated', 'capital', 'increased', 'past', '40', 'years']","['gross', 'national', 'saving', 'highest', 'year']",1
"['goals', 'remain', 'influential', 'india', 'approaches', 'new', 'millennium', 'continues', 'modernize', 'industry', 'increase', 'agricultural', 'output']","['goals', 'become', 'ineffective', 'india', 'modernizes']",2
"['liberation', 'old', 'european', 'colonies', 'created', 'basis', 'postwar', 'independence', 'movements', 'proclaiming', 'japanese', 'slogan', 'asia', 'asians']","['old', 'european', 'colonies', 'liberated']",0
"['story', 'remains', 'told']","['story', 'told', 'yet']",0
"['stable', 'funding', 'level', 'supports', 'gaos', 'strong', 'return', 'investment', '57', 'every', '1', 'spent', 'creates', 'environment', 'necessary', 'recruit', 'retain', 'compensate', 'train', 'motivate', 'strong', 'capable', 'workforce']","['gao', 'roi', '57', 'per', 'dollar', 'spent']",0
"['made', 'yeah', 'made', 'way', 'four', 'years', 'college', 'playing', 'ball']","['played', 'ball', 'college']",0
"['want', 'mark']",['marked'],0
"['first', 'historical', 'mention', 'agra', '1501', 'sultan', 'sikandar', 'lodi', 'made', 'capital']","['agra', 'still', 'exists', 'day', 'capital']",1
"['trunk', 'big', 'mother', 'asked', 'keep', 'appearances']","['mother', 'trying', 'keep', 'appearances', 'asked', 'trunk', 'big', 'shiny']",1
"['menorca', 'search', 'elusive', 'prehistoric', 'sites', 'take', 'cliff', 'paths', 'northwest', 'south', 'coasts']","['menorca', 'home', 'several', 'wellhidden', 'prehistoric', 'sites']",0
"['justice', 'kennedy', 'care', 'law', 'librarians', 'across', 'country', 'supreme', 'court', 'reporters', '1790', '1998']","['justice', 'kennedy', 'doesnt', 'care', 'supreme', 'court', 'reporters', '1790', '1998', 'thrown', 'away']",0
"['hindus', 'went', 'rampage', 'sikh', 'communities', 'resulting', 'round', 'communal', 'violence']","['hindus', 'peacefully', 'protested', 'sikhs']",2
"['oh', 'enjoyed', 'mean', 'money']","['worth', 'money', 'time']",1
"['least', 'theyre', 'getting', 'stoned', 'first', 'rationalized']","['awful', 'get', 'stoned', 'first', 'argued']",2
"['burned', 'house']","['set', 'fire', 'home', 'burned']",0
"['huntingtonlike', 'buchananclaims', 'cultural', 'defending', 'integrity', 'cultures']","['may', 'defending', 'cultures', 'despite', 'wanting']",1
"['dont', 'pay', 'money', 'either']","['theyve', 'paid', 'life', 'savings']",2
"['8', 'jury', 'nullification']","['average', 'jury', 'nullifies', '1', 'every', '50', 'cases']",1
"['ask', 'cook', 'shes', 'missed', 'occurred', 'forcibly', 'moment', 'harbour', 'miss', 'howard', 'alfred', 'inglethorp', 'roof', 'keep', 'peace', 'likely', 'prove', 'herculean', 'task', 'envy', 'john']","['keep', 'peace', 'miss', 'howard', 'alfred', 'inglethorp', 'would', 'difficult', 'aftermath', 'divorce']",1
"['dont', 'allow', 'dont']","['yes', 'allowed', 'often']",2
"['knowledgebased', 'process', 'enables', 'decision', 'makers', 'reasonably', 'certain', 'critical', 'facets', 'product', 'development', 'need', 'knowledge']","['wanted', 'share', 'already', 'researched']",1
"['youll', 'even', 'able', 'consult', 'traditional', 'herbalist', 'cure', 'ailments']","['allowed', 'consult', 'traditional', 'herbalists']",2
['yeah'],['teeth'],1
"['take', 'easy', 'good', 'night']","['goodnight', 'ill', 'see', 'tomorrow']",1
"['count', 'necessary', 'one', 'million', 'dollars']","['im', 'good', 'one', 'million', 'dollars']",0
"['part', 'reason', 'difference', 'pieces', 'per', 'possible', 'delivery', 'may', 'due', 'fact', 'five', 'percent', 'possible', 'residential', 'deliveries', 'businesses', 'thought', 'known', 'lesser', 'percentage', 'possible', 'deliveries', 'rural', 'routes', 'businesses']","['thought', 'known', 'lesser', 'percentage', 'possible', 'deliveries', 'rural', 'routes', 'businesses', 'part', 'reason', 'difference', 'pieces', 'per', 'possible', 'delivery', 'may', 'due', 'fact', 'five', 'percent', 'possible', 'residential', 'deliveries', 'businesses']",0
"['course', 'got', 'charge', 'keep', 'cash']","['charge', 'new', 'credit', 'card']",1
"['many', 'based', 'industryrecognized', 'models', 'constructive', 'cost', 'model', 'cocomo', 'price', 'putnam', 'jensen']","['many', 'said', 'based', 'models', 'constructive', 'cost', 'model']",0
"['guards', 'would', 'regulate', 'entered', 'departed']","['guards', 'big', 'guns', 'swords']",1
"['married', 'dona', 'filipa', 'moniz', 'perestrelo', 'daughter', 'porto', 'santos', 'first', 'governor', 'lived', 'island', 'period', 'fathering', 'son']","['landed', 'island', 'soon', 'left', 'greener', 'pastures', 'later', 'dying', 'alone', 'childless']",2
"['third', 'row', 'exhibit', '17', 'shows', 'krewski', 'et', 'al']","['exhibit', '17', '2', 'rows']",2
"['work', 'might', 'even', 'able', 'pick', 'endorsements', 'members', 'sonics']","['dont', 'need', 'put', 'work', 'get', 'endorsements', 'want']",2
"['improvements', 'architecture', 'regaining', 'intimate', 'space', 'scale', 'rest', 'wont', 'disguise', 'ugliness', 'advertising', 'local', 'bank', 'chevy', 'dealer', 'chain', 'retailer', 'backdrop', 'baseball']","['local', 'advertisements', 'beautiful']",2
"['like', 'well']","['thoughts', 'firearms']",1
