id,premise,hypothesis,lang_abv,language,label
838f546e97,"Together force 130 attorneys responsibility serve civil legal needs 550,000 poor vulnerable people throughout state.",lawyers vulnerable people state.,en,English,2
8adde87033,see much crime TV think way go know think,see crime TV.,en,English,2
faff69a825,"alternate lazy days beach Medi?­ter?­ra?­nean's best deep-sea diving, boat excursions around pirate coves, canoeing fishing inland rivers, hikes picnics mountains.","Outdoor activities range beach-going, deep-sea diving, boat excursions, canoeing, fishing, hikes picnics wilderness.",en,English,0
2ce0830395,"headquarters staffing streamlined, staffing levels ports maintained increased.",Headquarters needs streamlined staff ports don't.,en,English,1
4ee65eb52d,"particular, model provides useful framework assessing long-term implications alternative budget policies effect national saving.","model useful seeing certain budget policies affect national saving, model record that.",en,English,2
c22bc2c4d2,5 highly correlated summer months areas.,Nothing correlated summer areas.,en,English,2
139405c5a2,"fiscal year 1996, Congress determined Commission recover $126,400,000 costs, amount 8.6 percent higher required fiscal year 1995.","Congress determined Commission recover $126 million costs, 8.6 percent higher year before.",en,English,0
94bf02acf7,"Credibility vital factor, Jim Lehrer does, indeed, it.",Jim Lehrer credibility whatsoever.,en,English,2
f3e4bd2bb2,Ca'daan heard Kal grunt felt horse lift.,Kal's grunt heard Ca'daan.,en,English,0
4d9070761e,"admits Dorcas, 'I know do; scandal husband wife dreadful thing.' 4 o'clock angry, completely mistress herself.",remained control despite anger.,en,English,1
393944247f,call play fortuneteller easily refused.,easily refused call play fortuneteller.,en,English,0
a2be6f1edc,Monday's Question (No.,question Tuesday.,en,English,2
659daf96e9,Tommy felt ascendancy less sure moment before.,moment ago ascendancy certain.,en,English,1
38b89457d6,"cases, participants risk losing jobs also significant portion retirement savings company files bankruptcy.",Participants risk losing job cases.,en,English,2
18fccb05ca,guidelines apply inpatient hospital services hospice services used Medicare fiscal intermediaries determine maximum allowable costs therapy services.,wished applied services.,en,English,1
f903b25ca2,Sometimes one denomination shares one church.,Denominations make use one church good community.,en,English,1
babeb595dd,"wonder youre going grow up, lawyer Smith said.","lawyer, Smith, pointed wanted know would grew up.",en,English,0
f39b7435d9,profile crowns Chris Rock Funniest Man America.,profile denounces Chris Rock comedy.,en,English,2
1b64f8ce0f,John Kasich dropped presidential bid.,John Kasich recommitted presidential bid plans winning.,en,English,2
64b2f1a18d,"Times says tracking list drawn information bookstores, publishers say routinely call Times tip books selling increasing momentum added tracking list.","Publishers say one things Times' drawing lists bookstores, Times claims different story.",en,English,0
e8dcf421e9,Leland Act (1) simplify household definition,Leland Act defines legal definition household is.,en,English,1
0d5a1b1acc,yep probably lived last eleven years Massachusetts know make honorary Yankee,I've lived last 11 years Massachusetts I'm basically honorary Yankee.,en,English,0
3aa9ac0015,NIT semifinals tonight,NIT semifinals take place tonight.,en,English,0
afd3c726f5,spent number years service intelligence analyst,intelligence analyst hard work.,en,English,1
ada5cd8019,sites automatically lead George Dubbawya's Web site (www.georgewbush.com).,sites nothing George W. Bush's website.,en,English,2
53b32e9fef,"Local legend claims wrote part great saga, Os Lusadas, called Camees Grotto, situated spacious tropical Camees Garden.",claimed portion Os Lusadas written Camees Grotto.,en,English,0
d4c0c0ee2d,Treasure Beach (South Coast),Treasure Beach South Coast island.,en,English,0
ed387e7ce9,"building also house two smaller volunteer-based programs, Multi-Cultural Law Center Senior Lawyer Volunteer Project.",couple groups work location.,en,English,0
d7ac9241cf,Said a-staying inn.,staying inn town.,en,English,1
3fb3ad8325,"effort build nationalism across Turkey 1920s, Ataterk instituted campaign suppress Kurdish identity continues today.","1942, Ataterk tried build nationalism Turkey.",en,English,2
30ddd9e94c,ought take little misdemeanor people let go let go,let go misdemeanor people,en,English,2
5dbc700a91,"m??tro (subway) fastest way move around city, buses, capital big towns, best taking sights.",Taking subway much slower taking bus.,en,English,2
2f3d5cdc38,uncertainty associated numbers presented paper due sampling error estimation error econometric estimation procedure used recover household-level demand functions,"Instead sampling humans data, researchers sampled pet rocks.",en,English,2
c24bfb346c,opens phone solicitations,want subjected marketing calls.,en,English,1
4dc681bd62,ooh get high yeah mean,"No, stays pretty low overall.",en,English,2
4ce586b61e,anything else day age that's got big factor decision's cost much gonna pay,"decisions age big factor, agree thoughts",en,English,1
41902ecb8b,"words, paper exhibited all-too-typical journalistic tic exposing potential conflicts interest involving politicians ignoring involving journalists.",paper employ journalists.,en,English,2
83eabe32d2,"Lavishly furnished decorated, much original period furniture, rooms used ceremonial events, visits foreign dignitaries, EU meetings.","rooms drab, dull, elegantly appointed.",en,English,2
3c91dcf486,"detailed implementation plans also necessary address business system, processes, resource issues.",Less detailed plans necessary address business systems,en,English,2
fe878c88df,asserting membership club Old Geezers.,denying member club Old Geezers.,en,English,2
5c5a7bedb9,"interior palace dark, use flash forbidden, photographers think twice paying extra fee bringing camera video equipment.",palace adorned gold plated bannisters diamond chandeliers.,en,English,1
eb43aaf796,yeah they're still laying like Fort Worth lot companies,nationwide trend people losing jobs.,en,English,1
4bda3c9207,get something Guess,"Get something Guess Who,",en,English,0
eb4d019af4,"entire setup anti-competitive, anti-entrepreneurial flavor rewards political lobbying rather good business practices.",setup rewards good business practices.,en,English,2
250966cb9b,uh whether one might conceive pun intended possibility might kind deliberate uh um,might think possibility.,en,English,0
6d4bb2bc6f,"gone, conspiracism playing role crisis crisis.",Conspiracy skips crises,en,English,2
b706a63daa,think people um um lower income automatically equate lower education,think lower income less educated.,en,English,1
254ee29aa5,"Typically assumed high-roller card game, baccarat (bah-cah-rah) similar blackjack, though played stricter rules, higher limits, less player interaction.",players lot money spend play baccarat.,en,English,1
d4205e40b3,"know would done without Legal Services, said James.",James said Legal Services help.,en,English,2
9f37f1e0d3,yep that's he's worried trees bush lilac bushes grow fast people uh would really like people spread sprout lawn,"lilac bushes grow fast latch onto everything around them, could prevent trees getting water.",en,English,1
2a0a7f2851,Jon require lot her.,lot going required her.,en,English,0
a8a69423f5,"search AIDS vaccine currently needs serious help, U.S. government, biggest investor effort, spending less 10 percent AIDS-research budget problem.",search conducted AIDS vaccine.,en,English,0
63f1409f7a,they'll they'll say yeah buy try something mainline,They'll wonder mainline clothing line.,en,English,1
e936c017ee,right get away everyday things going children smaller used go uh Delaware along ocean ocean every year fun stayed mostly state parks uh really enjoyed,kids used prefer ocean state parks.,en,English,1
6279c97b36,always read newspaper sometimes sits around chuck,Sometimes throw week old newspapers away without reading them.,en,English,0
ade14e9ddd,yeah uh-huh yeah one things uh read newspapers stuff he's critics really like really,critics either like really dislike one.,en,English,0
f0fe9fabae,Gerth's prize-winning articles mention CIA report concluding U.S. security harmed 1996 accident review.,Gerth talks length important CIA report.,en,English,2
f687aca38c,"Conspiracy theorists MasterCard investing chip store electronic cash, medical history, keys home office.",Conspiracy theorists lot evidence Mastercard wants control data.,en,English,1
88f949a37f,'Not part biography.,shown part biography.,en,English,1
adeffd299e,like college think kid goes college help fine think pay whole way,pay whole way kid's college tuition.,en,English,2
f6c07676c2,Among disadvantages degree innovation product differentiation might continue limited.,disadvantages poorly educated workforce include limited innovation.,en,English,1
58b04a4971,"Kwanzaa rituals, notably focus candles, seem borrowed Hanukkah.",claimed started tradition own.,en,English,2
b853146f20,oh really matter plant starting get warmer,better plant colder.,en,English,2
883d5e2fd9,well i'm computer science computer engineering,studying computer engineering.,en,English,0
b0ea351a8d,tickets waiting us,tickets Browns waiting us.,en,English,1
811f2af1b5,road along coastline south travels busy agricultural towns fishing villages untouched tourism.,tourists road agricultural towns fishing villages.,en,English,0
6db42399e0,know trouble drive takes time away home family driving,Driving fast experience downfalls.,en,English,2
a63a2205e6,Agency officials stated copies initial final analysis submitted Chief Counsel Advocacy Small Business Administration required section 605(b).,Agency officials stated submitted titles favorite children's books.,en,English,2
88455bedf1,seen even pictures things since silent movies run little art theaters.,art theaters showed silent movies.,en,English,0
2b4cb8c5c8,(j) Promotional items member receives consequence using travel transportation services procured United States accepted pursuant 31,Frequent flyer miles one promotional items member receive.,en,English,1
a62275fd37,"However, people readily withdraw money tax-preferred accounts purposes retirement, assurance tax incentives would ultimately enhance individuals' retirement security.",people readily withdraw money tax-preferred accounts rich anymore.,en,English,1
546c8f5536,"H-2A aliens, category eligible aliens reside United States temporarily, particularly affected issue Commission necessarily short periods time United States.",H-2A aliens somewhere beyond Mars orbit.,en,English,1
b9507f7b03,i've getting kick lately,I've gotten kicked recently.,en,English,0
f8f44f0248,"Passaic office refusing join reconfiguration, goes effect Jan.",reconfigured March.,en,English,2
416bed4d9e,"results sheepshead minnow, Cyprinodon variegatus, inland silverside, Menidia beryllina, mysid, Mysidopsis bahia, tests acceptable survival controls 80 percent greater.",Tests acceptable survival controls least 80 percent.,en,English,0
8d7a19764b,noticed long branch running tree right direction.,rather lengthy branch pointing right direction.,en,English,0
a8b8f6ea78,Bill Clinton developed rhetoric series positions span divide.,Bill Clinton working eventually close divide.,en,English,1
6354a5e74b,"Crosethe Rue de Rivoli Palais-Royal, built Car?­di?­nal Richelieu Paris residence 1639, originally named Palais-Cardinal.",Crosethe Rue De Rivoli Palais-Royal built King Louis XVI.,en,English,2
31ba8ffed3,yeah well jury originally sentenced sentenced death,jury acquitted charges.,en,English,2
287c92d8c5,deal much cash anymore either,mostly using credit cards transactions.,en,English,1
51e1d05a24,Implementation National European Legislation Concerning Air Emissions Large Combustion Plants Germany,Germany's air emissions must reduced 25%.,en,English,1
9e3bc6d355,town five thousand one uh local FM station news fed CNN uh uh,town anything worth reporting radio local events.,en,English,1
81f66f7a93,"instance, mandatory account proposals likely increase private saving program would require households currently save-such many low-income individuals families-to place amount individual account.",Mandatory account proposals likely increase savings forcing people save.,en,English,0
7968e28400,yeah well Rochester's like right shores,Rochester right shores great lakes.,en,English,1
8ec5be35b1,watched river flow.,riverbed completely dry.,en,English,2
9e534dd3f2,know even even major things keep car longer think get money put two years three years course never position could trade car every two years,get brand new car every couple years.,en,English,2
04f30501e7,little kids understand,young children can't comprehend it.,en,English,0
4e1c341b92,that's true think,That's true.,en,English,2
41c64998d3,"According 1995 Financial Executives Research Foundation report,5 transaction processing routine accounting activities, accounts payable, payroll, external reporting, consume 69 percent costs within finance.",Almost 70% costs within finance routine accounting activities.,en,English,0
c3602456bf,"60 cents, bargain!",items priced like nowadays.,en,English,1
af3ca1101e,Desert Ghost.,actually Desert Ghost.,en,English,0
5576768b7d,36 AC usage nationally mercury control power plants roughly proportional total MWe coal-fired facilities equipped technology (this assumes average capacity factor 85 percent assumptions Tables 4-4 4-5).,AC usage mercury control related total coal facilities MWe.,en,English,0
42f336796c,take football serious,Football important them.,en,English,0
1d66c11442,"chose Atat??rk, Father Turks.",chose Piety.,en,English,2
7b7b5c39af,DOD's common practice managing environment create aggressive risk reduction efforts programs.,DOD 100 programs.,en,English,1
d183cdbf70,expected cast ballet subject,expectation us vote matter.,en,English,0
899ef948c9,All-inclusive units villas great house tropical setting overlooking Caribbean.,all-inclusive units considered villas.,en,English,0
a22faeae86,WP says Paula Jones trial judge interesting prior run-in Bill Clinton.,man know judge.,en,English,1
a437793af9,"Conspiracy theorists MasterCard investing chip store electronic cash, medical history, keys home office.",one thinks Mastercard anything nefarious.,en,English,2
aec053f428,"works fake froth; calculated, halfhearted gonzo writing; collects fat check.",collects big check pretending outraged.,en,English,0
4985f8f422,see thing know go he'll spend wants know uh uh i'm afraid i'm afraid use credit card,love using new credit card.,en,English,2
d3177bb98a,GAO recommends Secretary Defense revise policy guidance,GAO recommends Secretary Defense keep policy guidance,en,English,2
5000e0685f,Sorry that's is.,"Sorry, changes need made.",en,English,1
6193639d87,Crimean War (1854 56) set hospital huge Selimiye Barracks (Selimiye Kelase).,hospital set Selimiye Barracks longer standing.,en,English,1
9002c9c594,thought biggest barrier change culture ED staff would ask screening questions.,biggest barrier thought change culture,en,English,0
147267c1a9,although uh uh almost one day painted house uh painted painted whole inside dark trim thought uh know one wall trim i'm trying think think think left gets uh newer houses uh mold everything white new house everything white,painted house duration one day.,en,English,0
76b46ec3ee,yeah okay yeah games fun watch watch games,games really boring.,en,English,2
3e6cd0a7c1,expected cast ballet subject,expected vote matter sufficient information.,en,English,1
d918e8a07e,wonder kept though seemed like buffaloes moving fast guess graze though problem,"seemed difficult, keeping buffaloes.",en,English,0
c4ccb5091e,Medicare gross outlay projections based intermediate assumptions 2001 HI SMI Trustees' reports.,HI SMI Trustee reports used estimate future Medicare costs.,en,English,0
c2c167b90b,"button Chatterbox page make easy, please join in.",button page easy use.,en,English,0
153b063acd,Court officials include phone numbers local Legal Services office county lawyer referral system every summons.,Court officials include phone numbers legal aid departments help can't afford pay lawyers.,en,English,1
ecc8e611ae,hope key parties take necessary steps address real perceived problems serve undercut public trust confidence.,hope key parties take necessary steps address real perceived problems serve undercut public trust confidence.,en,English,0
3b2620670a,"Cave 31 tries emulate style great Hindu temple much smaller scale, artists working much harder rock abandoned effort.",Cave 31 ran problems made harder rock.,en,English,0
b206ec119a,examples cumulative case studies come two international agencies.,"examples case studies, new territoriy.",en,English,2
2d10219d61,"second missing benefit includes gains environmental quality, especially improved health benefits.","Without second benefit, health would terrible.",en,English,1
6408906e25,"double-decker boats get ready leave pier, bells ring, gangplank raised, deckhands blue sailor suits man hawsers, couple hundred commuters begin seven-minute sightseeing tour.",hundred boats parked pier.,en,English,1
ae47238c1b,Port-Louis way Grande Terre's west coast Pointe Pitre extend vast mangrove swamps.,Grande Terre's west coast major tourist destination mangrove swamps.,en,English,1
97fde2c11a,"5 percent educational lay programs relating law justice, public service programs High School Mock Trial Competition numerous publications.",Educational lay programs deal law justice.,en,English,0
eaa148a188,wonder kept though seemed like buffaloes moving fast guess graze though problem,I've never thought kept up.,en,English,2
30ec72f266,best place view spring azaleas Azalea Festival last week April Tokyo's Nezu shrine.,Azalea Festival Nezu Shrine.,en,English,0
c80f53348f,"activities included Unified Agenda are, general, expected regulatory action within next 12 months, although agencies may include activities even longer time frame.",Regulatory actions take place within next 12 months.,en,English,0
1409b8f2fc,Cases Comparative,Cases care related law.,en,English,1
f02ffa59b1,"Despite many similarities, Koreans Japanese long mutually hostile pointed vast differences languages proof lack shared ancestry.","Koreans Japanese see different cultures,",en,English,0
74664c2808,"1099, leaders Godfrey de Bouillon Tancred, Crusaders captured Holy City Christendom slaughtering Muslims Jews.","Crusaders captured Holy City killed 100,000 Muslims.",en,English,1
6e2e995d6a,profit rather,Losses rather.,en,English,2
159986318a,"Component modularization prefabrication off-site reduce amount time cranes needed site, well provide opportunities reduce project schedules construction costs concentrate jobs locally prefabrication facility.",Reducing project schedules costs associated construction increases company's profits.,en,English,1
f640150883,"She, turn, worshipped subjects living god.","Uninteresting subjects, ignored them.",en,English,2
671fe11b00,ideas initiatives implemented local national levels.,ideas valid local basis.,en,English,2
c56b0c2c3b,"example points important general Total expenditure determined value prize, whether we're talking presidential campaigns state lotteries.",stated monetary amount prize determined regardless prize used.,en,English,1
bbcb7c78fc,"chart Reich refers actually presented Saxton's opening statement, hours Reich testified, look Reich claims did.",Reich refers chart misunderstood said said something different.,en,English,0
7f2f268595,hey reaching,concentrated limited small space.,en,English,2
ec19598e2e,order founded James VII (James II England) continues today.,order still around many years.,en,English,0
4d46edfdc2,"13 Executive Effectively Implementing Government Performance Results Act ( GAO/GGD-96-118, June 1996).",13 executives effectively implemented government performance results act,en,English,0
47a0e96274,"little past small theater built local dramatic performances, there's fine view across bay Basse-Terre.",cultural places city.,en,English,2
2e370e7ad4,review indicates Food Drug Administration complied applicable requirements.,FDA strict requirements new drugs.,en,English,1
9ed71f796d,completely beyond went graduate uh education,"can't remember, undergraduate education.",en,English,1
846d90a830,Slate 's Joseph Nocera.,Nocera head editor Slate.,en,English,1
191875f17c,yeah try uh uh try use insecticides try even use insecticides lawn sometimes can't manage,"I'd rather use insecticides all, sometimes really need",en,English,0
18c9896ddd,wish good,glad better there.,en,English,2
8875114161,percent total cost function included model cost elasticity (with respect volume) shown Table 1.,function's cost seen Table 1.,en,English,0
095f6ee45e,"hard believe, anyone knows well, actually speechless period, Zelon said.",Zelon admitted speechless.,en,English,0
4192921877,away children,Close kids,en,English,2
ea3baa047d,"else failed, could always make exhibit.",Making exhibit last resort.,en,English,0
c3b1160ece,think that's great there's places Houston they're trying know they've done citywide yet color coded uh bags uh bins,plans try Houston.,en,English,2
02954ed5fd,"Consistent GAO's Congressional Protocols, GAO offer requester(s) draft product agency comment.",agency received draft product GAO.,en,English,0
21abde9983,"El Hurriya Street find Neo-Classical facade Greco-Roman Museum fine collection Roman, Greek, Ptolemaic artifacts found around city waters harbor, along many ancient Egyptian pieces.","Interestingly enough, every item vampire ward keeps vampires bay.",en,English,1
9546dfb7db,"actually three winding roads, Grande, high road, starting Avenue des Diables-Bleus Nice; Moyenne, middle one, beginning Place Max-Barel; Basse, along coast Boulevard Carnot, usually jammed traffic.","Basse busy, winding road runs along coast.",en,English,0
1265f0a796,tell would would buy car seat belt hooked door,would like buy car seat belts door.,en,English,2
55b52a228e,"Using threestep development planning process, managers assess current capabilities, determine specific development needs, build execute development plan.","threestep planning process examines years development, even though number steps low.",en,English,1
f295ce5d69,think states,think states high murder rates?,en,English,1
426661ff6e,either fly TAP/Air Portugal (15-minute flight) take ferry (which leaves daily 8am; Tel. 291/226 511).,option flying taking ferry.,en,English,0
2158abaf0f,kept clothed fed you!,clothed fed you.,en,English,0
883c58aee9,"see, said sadly, ""you instincts.""",said willpower.,en,English,2
e5b0325ee8,"seeks genuine direct elections period sufficient organize alternative parties prepare campaign based freedom speech civil rights, right free trade unions, release 200 political prisoners, debt relief, stronger penalties corruption pollution, amnesty Suharto fellow thieves, respite poor hardest edges economic reform.",Debt relief main motivator people democracy.,en,English,1
302b85083d,yeah i'll uh sometimes i'll put pour back saucepan i'll put eggs dish beat pour cornstarch milk mixture egg,"never use eggs cook, hate them.",en,English,2
b7aa670175,Data Warehousing Institute provides education training data warehousing business intelligence industry.,Data Warehousing Institute provides guidance carpentry industry.,en,English,2
a537fba9cd,yes think that's true makes feel definitely like outsiders like getting back government benefits lot uh tax benefits,think makes feel like outsiders hand receive lot tax benefits.,en,English,0
f11d1ad351,"Broadly speaking, CEF Moderate scenario thought 50% increase funding programs promote variety demand-side supply-side technologies.",CEF Moderate scenario thought 10% decrease funding programs.,en,English,2
18e3c7700d,"also see hippie-made jewellery sale, especially market Punta Arab?­.",sell hippie-made jewelry Punta Arab market.,en,English,0
7125b36327,Iranian borders still open uh understand understand um,Iran let borders open due crisis.,en,English,1
e44e0f249e,"comfortable courses cooler hill stations, notably Cameron Highlands Fraser's Hill.",best golf cooler hill stations.,en,English,1
748c5a3ca4,Scutari traditionally associated name Florence Nightingale.,Scutari generally linked Florence Nightingale.,en,English,0
3475664032,um-hum yes amazed spent time played trip Douglas Arizona uh,played lots different places trip.,en,English,2
73a80e65c3,"right entrance 16th-century Sandal Bedesten, lovely brick vaults supported massive stone pillars.",see entrance Sandal Bedesten right.,en,English,0
a0cdea07f8,Several organizations professional administrative staffs provided analytical capabilities facilitated members' participation organization's activities.,Organizations care members' participation.,en,English,2
07337f0902,well know ten limit ten minute time limit well that's okay come tell tell got five seconds say good-bye,"get ten minute time limit, sometimes told end early.",en,English,0
807d749cc4,Take picnic enjoy alfresco lunch spectacular spot.,spot great place picnic.,en,English,0
7349dd5926,"Howard Berman California, influential Democrat House International Relations Committee.",Howard Berman California lot ashamed of.,en,English,1
a28a78a4ee,"Malaysia moved resolutely modern age, also remained, culturally historically, rich, multi-layered blend traditions wrapped within modern, busy economy.",Malaysia old country.,en,English,1
6c79f6a1c9,"Also, lack winter freezes means mites normally killed cold survive.",heat wave mites burst flames.,en,English,2
a6955d4b4c,missed two top stories yesterday's USAT --the government's first post-deregulation attempt preserve competitiveness among airlines emergence drug prevent breast cancer--they NYT 's front today.,two stores post-deregulation breast cancer drug front page NYT today.,en,English,2
16926db2d8,"Times says tracking list drawn information bookstores, publishers say routinely call Times tip books selling increasing momentum added tracking list.",Times lying drawing lists bookstores.,en,English,1
ca20876a8b,made Cadets (Constitutional Democrats) Prince Lvov.,Cadets made Prince Lvov.,en,English,0
5e3e89ed4c,i've yeah i've done high high school college thoroughly enjoyed really blast wife hates that's way life guess,I've never done think would like it.,en,English,2
be75fccb1f,"Kal tangled Adrin's arms, keeping blades far away.","Adrin's arms tangled, keeping rusty blades away Kal.",en,English,1
fb8e531419,traditional reform options involve workers paying promised benefits getting lower benefits.,traditional reform options propose additional benefits less cost.,en,English,2
272b3dead5,"unusual dish azure, kind sweet porridge made cereals, nuts, fruit sprinkled rosewater.","Azure common delicious food made cereals, nuts fruit.",en,English,0
ab5bad2da9,"instance, mandatory account proposals likely increase private saving program would require households currently save-such many low-income individuals families-to place amount individual account.",People dont voluntarily save money less likely bank accounts.,en,English,1
4d47f99a02,well UNLV say UNLV may greatest amateur team ever,UNLV may greatest amateur baseball team ever.,en,English,1
fa2006cdb8,DOD's common practice managing environment create aggressive risk reduction efforts programs.,DOD increases risk manage environment.,en,English,2
b4bd9114b8,"Around 1500 b.c. , massive volcanic eruption Santorini destroyed Akrotiri feet ash pumice whole Minoan civilization.",Minoans see coming.,en,English,1
7dacdbe590,"Mosque El-Jezzar, built 1781, dominates landside old city (the three sides jut Mediterranean).",mosque contains many examples intricate textile work.,en,English,1
3705382425,"old friend, Monsieur Poirot, seen years.""",seen old friend year.,en,English,0
88e24fec77,"limited resources, local legal services programs forced turn away tens thousands people critical legal problems.",Local services programs often forced refuse people serious legal problems due lack resources,en,English,0
568f674a34,yeah yeah know we're kind way try i'm way kind try judge day day know know work lot customers lot government folks come time,We've never visit someone government.,en,English,2
28dfbd3f74,'Upload body? body?',body have?,en,English,0
72492ec012,"Wanniski company drubbed Wall Street Journal , New York Times ' A.M.",Wanniski company drubbed Wall Street Journal,en,English,0
eaf01bde20,Text box 4.1 describes NIPA unified budget concepts differ.,Text box 4.1 explains differences unified budget NIPA.,en,English,0
840d7eb701,right.,well.,en,English,0
385b0daf90,know can't really defend like somebody grown uh say age know yeah,can't defend themselves.,en,English,0
d713552de6,"Land Lincoln helped Tasha Johnson Marion get Social Security benefits support four children 29-year-old woman diagnosed non-Hodgkin's lymphoma, type cancer, said.",cancer free 29 years age.,en,English,2
1563503255,"may small savings factory showrooms Manacor, biggest choice.",factory showrooms vendors.,en,English,2
f3f85f5284,Grantees statistically sample cases closed previous year determine sampled cases generally meet requirements reporting cases LSC.,Grantees going pay attention cases closed last year.,en,English,2
2c274eda6e,Said a-staying inn.,staying inn.,en,English,0
d3bb586be0,"result procedures, Department estimates annual net savings $545 million.",annual net savings $545 million estimated Department.,en,English,0
2b87234441,reported wanted all.,reported completely fully wanted.,en,English,2
812938461a,"politician connected home service parliamentary section's boss, mobile phone number 0-609-3459812, known lack sense humor, take well message 'Admirer' - 'Wishes shovel best'.","Upon receiving message like, deleted it.",en,English,1
5d5f9874d0,add cocoa powder make chocolate thickened cook good starts boiling cook good seven minutes,add cocoa powder boil seven minutes.,en,English,0
e508ff64ab,"Ovitz deal, however, contained none goodies.",Ovitz deal contain goodies.,en,English,0
298c2aa560,Fast forward 1994 beyond.,Fast forward 1994 years after.,en,English,0
6d93e19915,Sorry that's is.,"one apologetic it, nothing done.",en,English,0
d7ba692061,"Meriwether Lewis really commit suicide, historians claim?",Historians often claim Meriwether Lewis killed natives.,en,English,2
7c5c253353,well okay need get married kids they're big enough go yard want,reason children yardwork.,en,English,0
7e2b0baf7a,"Cornwall Beach, another private beach perfect sand sheltered waters, found behind Jamaica Tourist Office building, short distance east along Gloucester Avenue.","Another one, Cornwall Beach located behind tourist office.",en,English,0
05b11f50ea,martini gin vermouth twist.,martini must composed vodka vermouth.,en,English,2
e9c3541acf,Overlapping others?,Overlying others?,en,English,0
aabb2a2f50,way try approach identify every legal problem client has.,try focus first legal problem front us.,en,English,2
bcf30b085f,rusty iron gate swinging dismally hinges!,iron gate swinging could locked.,en,English,1
91000659f8,"Nothing prior May 7, 1915.","thing May 7, 1915.",en,English,0
fb4379884d,makes incumbent government create incentives recruit new employees retain older employees.,government needs create incentives get retain employees.,en,English,0
7870718d67,"now, Web companies ability provide diabolically precise demographic targeting political campaigns, also make offers exclusively.","Web companies freely give demographic information public, available campaigns.",en,English,2
613abc86cb,Tuppence frowned.,Tuppence beamed delight.,en,English,2
133d9fecac,'Not part biography.,shown definitely part biography.,en,English,2
5c0d7dba21,"Lawyers first three years practice inactive pay $90, retired lawyers pay nothing.",lawyers told pay.,en,English,2
3b57359479,might he's afraid he'll lose No.,He's definitely afraid losing No.,en,English,2
35b750c76c,Sometimes one denomination shares one church.,times church used multiple faiths.,en,English,0
f0e7ed7c9a,"pundits beam opinions us time warp, hazy days past administrations.",experts give opinions current administrations.,en,English,2
9ec2d22318,logic analysis case studies,logic case studies different types.,en,English,2
57c6b7b310,would today without American commercial know-how?,American know-how reason got is.,en,English,0
eec031e488,"check this, central bank tripled interest rates used hard currency reserves (now reduced $10 billion ready cash) buy back rubles.",central bank's interest rates tripled margin.,en,English,0
5f8567b280,"Back subject celebrity interviews, British magazines published huge number actress Kate Winslet, star Titanic , promote new British film made.",British magazines interviewed Kate Winslet lot.,en,English,0
109ae301df,"steps data reduction coding described, along basis transformations steps.",12 steps data reduction.,en,English,1
0b4d778a48,"Unless political culture changes drastically, always one independent prosecutors investigating administration day and/or past administrations, anyway.",one questions political system enough make decent noticeable changes.,en,English,1
ae10de3c60,"Also, credit reform, credit subsidy cost recorded outlay direct guaranteed loan disbursed.",credit subsidy cost never recorded outlay circumstances.,en,English,2
42b869318b,know like every day like movies dollar Sometimes they're even free think uh showed uh Chima Para Diso free,Tickets see Chima Para Diso cost money.,en,English,2
26a1f22c9a,Saddam could emerge strengthened (and America tarnished) eyes Arab world.,Saddam could turn stronger.,en,English,0
cb6e1c3be8,i'm exactly sure,I'm exactly sure aware issues.,en,English,1
dafa19a6c5,"Trump, said would decide March whether run president, would likely spend $100 million $200 million money campaign.","March, Trump decided suited run President.",en,English,1
f43927e5aa,"served fortress Gallo-Romans, Visigoths, Franks, medieval French (you see layers masonry ramparts).",fortress knocked several times.,en,English,1
7bf6fbd8ea,reached shrubbery near house quite unmolested.,"Try might, could reach shrubbery unmolested.",en,English,2
678fd7759c,arched gateway leads large swimming pool ruins Roman Byzantine baths complex.,Roman Byzantine baths built separate stories.,en,English,1
1c9526e326,million savings year.,Millions lost one year.,en,English,2
de957400f4,"think one taken charge it.""",Someone taken charge it.,en,English,0
3452ac0870,"obviously constrained bondage, blacks nonetheless forged culture rich religious observances, folk tales, family traditions, song, on.",traditional life holding back.,en,English,1
25543da9d7,right yeah that's always handy credit card whatever might need,necessary credit card.,en,English,2
7b6aad7a56,uh may Mexican pizza sometimes together um along see really funny know normally goes straight vegetables except French fries,French fries popular country.,en,English,1
981343f1b5,Expenses included calculating net cost education training programs intended increase maintain national economic productive capacity shall reported investments human capital required supplementary stewardship information accompanying financial statements Federal Government component units.,Net cost education programs calculated way increase productivity.,en,English,0
375b4cde24,"detailed English explanation plot always provided, wireless recorded commentary units sometimes available.","detailed plot, written English, always available audio commentary sometimes available.",en,English,0
c7088a021e,they'll they'll say yeah buy try something mainline,They'll ask something mainline.,en,English,0
0c85cba3de,okay i'll keep mind yeah serve family,think forget that. need remind me.,en,English,2
acb26f0a89,"individual's survival curve, probability surviving beyond given age, shift result environmental quality improvement.",People live longer get plenty fresh air.,en,English,1
de6b8ff5bc,"First, acknowledge, maybe even something about, disaffecting fallout globalization, pollution cultural dislocation.",acknowledge fallout globalization.,en,English,0
3a2d890d4e,yeah i'll uh sometimes i'll put pour back saucepan i'll put eggs dish beat pour cornstarch milk mixture egg,Sometimes put eggs dish add cornstarch.,en,English,0
f77c706bde,well way travel light,need pack much.,en,English,0
